x,y,z,label
53.33,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
40,6.66,120,1
53.33,20,120,1
53.33,20,120,1
53.34,20,120,1
53.34,6.67,120,1
53.34,20,120,1
40,20,120,1
40,20,120,1
53.33,0,120,1
40,20,120,1
40,6.67,120,1
53.33,6.67,120,1
40,6.67,120,1
53.33,20,120,1
40,20,120,1
53.33,20,120,1
40,13.33,120,1
40,6.67,120,1
53.33,13.33,120,1
53.33,6.67,120,1
40,0,120,1
40,20,120,1
40,6.67,120,1
53.33,13.33,120,1
40,6.67,120,1
53.33,20,120,1
40,6.67,120,1
53.33,6.67,120,1
53.34,6.67,120,1
53.34,6.67,120,1
53.33,6.67,120,1
40,6.67,120,1
40,6.67,120,1
40,20,120,1
53.33,6.67,120,1
53.33,6.67,120,1
53.33,6.67,120,1
40,6.67,120,1
40,6.67,120,1
53.33,20,120,1
53.33,20,120,1
40,6.67,120,1
46.66,13.33,120,1
46.66,13.33,120,1
46.67,13.33,120,1
46.66,13.33,120,1
46.66,6.67,120,1
46.66,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,20,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.66,13.33,120,1
33.33,13.33,120,1
53.33,13.33,120,1
53.33,20,120,1
53.33,0,120,1
53.33,13.33,120,1
53.33,13.33,120,1
46.66,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
46.66,20,120,1
46.66,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,20,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,20,120,1
46.66,13.33,120,1
46.66,13.33,120,1
53.33,13.33,120,1
53.33,20,120,1
46.66,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
33.33,13.33,120,1
53.33,13.33,120,1
40,13.33,120,1
40,13.33,120,1
46.67,13.33,120,0
40,6.67,120,0
53.34,13.33,133.33,0
60,20,133.33,0
53.34,13.33,133.33,0
53.34,20,133.33,0
53.34,20,133.33,0
46.67,20,133.33,0
53.34,20,133.33,0
53.34,6.67,133.33,0
60,20,133.33,0
60,13.33,133.33,0
53.34,13.33,133.33,0
53.34,13.33,133.33,0
60,20,133.33,0
60,20,133.33,0
53.34,20,133.33,0
60,20,133.33,0
60,20,133.33,0
53.34,26.67,133.33,0
60,20,133.33,0
33.33,6.67,153.34,0
33.33,6.67,153.34,0
33.33,6.67,153.34,0
26.66,6.67,153.34,0
66.67,146.67,113.33,1
173.33,46.67,100,1
113.33,6.66,226.67,1
40,6.67,166.67,1
33.33,20,173.34,1
46.66,0,173.34,1
46.66,13.33,173.34,1
46.66,20,173.34,1
46.66,0,173.34,1
46.66,0,173.34,1
46.66,20,173.34,1
53.33,13.33,173.34,1
46.66,13.33,173.34,1
46.66,13.33,173.34,1
46.66,13.33,173.34,1
33.33,13.33,173.34,1
40,13.33,173.34,1
33.34,6.67,160,0
33.34,6.67,160,0
46.67,0,160,0
33.34,6.67,160,0
46.67,6.67,160,0
33.34,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
46.67,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
46.67,6.67,160,0
33.34,6.67,160,0
46.67,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
46.67,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
33.34,0,160,0
46.67,6.67,160,0
26.67,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
46.67,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
46.67,6.67,160,0
33.34,6.67,160,0
46.67,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,0,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
53.33,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
33.34,6.67,160,0
53.33,6.67,140,1
53.33,6.67,140,1
53.33,6.67,140,1
53.33,6.67,140,1
53.33,20,140,1
60,13.33,140,1
60,13.33,140,1
60,13.33,140,1
60,13.33,140,1
60,20,140,1
126.67,26.66,260,1
126.67,26.66,266.67,1
126.67,26.66,260,1
126.67,26.66,266.67,1
126.67,33.33,253.33,1
126.67,26.66,260,1
126.67,26.66,253.33,1
126.67,26.66,260,1
126.67,26.66,253.33,1
126.67,33.33,253.33,1
126.67,26.66,260,1
126.67,26.66,260,1
126.67,26.66,266.67,1
126.67,26.66,260,1
126.67,26.66,260,1
126.67,26.66,260,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,26.66,260,1
126.67,26.66,253.33,1
126.67,26.66,260,1
126.67,26.66,260,1
126.67,26.66,260,1
106.67,26.66,320,1
126.67,33.34,240,1
126.67,33.34,246.67,1
126.67,26.67,240,1
126.67,26.67,246.67,1
126.67,26.67,240,1
126.67,26.67,233.34,1
126.67,26.67,246.67,1
126.67,26.67,246.67,1
126.67,26.67,226.67,1
126.67,26.67,233.34,1
126.67,26.67,233.34,1
126.67,26.67,240,1
126.67,26.67,240,1
126.67,26.67,240,1
126.67,26.67,240,1
126.67,20,246.67,1
126.67,33.33,233.34,1
126.67,20,233.34,1
126.67,20,233.34,1
126.67,13.33,246.67,1
126.67,20,233.34,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,13.33,246.67,1
126.67,13.33,233.34,1
126.67,6.66,246.67,1
126.67,20,246.67,1
126.67,6.66,246.67,1
126.67,13.33,233.34,1
126.67,20,246.67,1
126.67,20,233.34,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,20,246.67,1
126.67,20,240,1
126.67,13.33,246.67,1
126.67,6.66,246.67,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,13.33,240,1
126.67,13.33,246.67,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,13.33,246.67,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,20,240,1
126.67,20,246.67,1
126.67,13.33,226.67,1
126.67,6.66,240,1
126.67,13.33,246.67,1
126.67,20,246.67,1
126.67,20,240,1
126.67,6.66,226.67,1
126.67,20,246.67,1
126.67,20,246.67,1
126.67,20,246.67,1
126.67,13.33,240,1
126.67,13.33,240,1
126.67,6.66,246.67,1
126.67,13.33,246.67,1
126.67,20,240,1
126.67,13.33,240,1
126.67,6.66,246.67,1
126.67,6.66,246.67,1
126.67,20,246.67,1
126.67,20,246.67,1
126.67,13.33,240,1
126.67,20,246.67,1
126.67,13.33,246.67,1
126.67,20,240,1
126.67,20,240,1
126.67,13.33,240,1
126.67,20,240,1
126.67,20,240,1
126.67,20,240,1
126.67,6.66,240,1
126.67,13.33,240,1
126.67,20,220,1
126.67,13.33,213.33,1
126.67,13.33,233.33,1
126.67,26.66,253.33,1
126.67,26.66,233.33,1
126.67,26.66,253.33,1
126.67,33.33,233.33,1
126.67,26.66,253.33,1
126.67,13.33,246.66,1
126.67,33.33,253.33,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,26.66,246.66,1
126.67,13.33,253.33,1
126.67,26.66,253.33,1
126.67,33.33,246.66,1
126.67,33.33,253.33,1
126.67,26.66,233.33,1
126.67,26.66,253.33,1
126.67,26.66,246.66,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,33.33,233.33,1
126.67,26.66,233.33,1
126.67,33.33,246.66,1
126.67,26.66,246.66,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,13.33,253.33,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,33.33,253.33,1
126.67,33.33,253.33,1
126.67,26.66,253.33,1
126.67,33.33,220,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,33.33,246.66,1
126.67,26.66,246.66,1
126.67,26.66,253.33,1
126.67,33.33,253.33,1
126.67,33.33,253.33,1
126.67,26.66,253.33,1
126.67,26.66,246.66,1
126.67,26.66,246.66,1
126.67,26.66,253.33,1
126.67,26.66,246.66,1
126.67,33.33,246.66,1
126.67,26.66,253.33,1
126.67,26.66,246.66,1
126.67,26.66,246.66,1
126.67,26.66,233.33,1
126.67,26.66,233.33,1
126.67,26.66,253.33,1
126.67,26.66,253.33,1
126.67,33.33,246.66,1
126.67,26.66,253.33,1
126.67,26.66,240,1
126.67,26.66,253.33,1
126.67,13.33,246.66,1
126.67,26.66,246.66,1
126.67,26.66,240,1
126.67,13.33,233.33,1
126.67,26.66,233.33,1
126.67,13.33,246.66,1
126.67,13.33,246.66,1
126.67,26.66,253.33,1
126.67,26.66,233.33,1
126.67,13.33,253.33,1
126.67,13.33,253.33,1
126.67,13.33,253.33,1
126.67,13.33,253.33,1
126.67,13.33,260,1
126.67,6.67,253.33,1
126.67,13.33,253.33,1
126.67,26.66,253.33,1
126.67,13.33,253.33,1
126.67,13.33,260,1
73.33,13.33,153.34,0
53.33,6.67,126.67,0
53.33,6.67,126.67,0
53.33,20,126.67,0
53.33,6.67,126.67,0
66.66,20,126.67,0
40,20,126.67,0
53.33,13.33,126.67,0
66.66,20,126.67,0
53.33,13.33,126.67,0
53.33,20,126.67,0
66.66,13.33,126.67,0
66.66,13.33,126.67,0
53.33,20,126.67,0
60,6.67,126.67,0
46.67,6.66,126.67,0
53.34,6.66,126.67,0
53.34,6.66,126.67,0
53.34,13.33,126.67,0
46.67,13.33,126.67,0
60,6.67,126.67,0
46.67,6.67,126.67,0
80,13.33,153.33,1
80,20,153.33,1
60,6.66,133.33,1
53.33,13.33,133.33,1
53.33,13.33,133.33,0
53.33,13.33,133.33,0
60,26.66,133.33,0
53.33,13.33,133.33,0
53.33,13.33,133.33,0
66.66,13.33,133.33,0
53.33,13.33,133.33,0
53.33,13.33,133.33,0
53.33,13.33,133.33,0
53.33,13.33,133.33,0
66.66,13.33,133.33,0
53.33,6.67,133.33,0
66.66,26.66,133.33,0
53.33,26.66,133.33,0
53.33,13.33,133.33,0
66.66,26.66,133.33,0
53.33,26.66,133.33,0
40,13.33,133.33,0
53.33,6.67,133.33,0
66.66,13.33,133.33,0
53.33,13.33,133.33,0
66.66,13.33,133.33,0
53.33,13.33,133.33,0
53.33,6.67,133.33,0
53.33,6.67,133.33,0
53.33,6.67,133.33,0
40,6.67,133.33,0
53.33,20,133.33,0
53.33,20,140,1
53.33,26.67,140,1
53.33,26.67,133.34,1
46.67,20,133.34,1
66.67,6.67,140,0
66.67,6.67,140,0
66.67,6.67,140,0
66.67,6.67,140,0
66.67,13.33,140,0
66.67,6.67,140,0
66.67,20,140,0
80,13.33,140,0
80,6.67,140,0
66.67,6.67,140,0
80,6.67,140,0
80,6.67,140,0
80,20,140,0
66.67,13.33,140,0
80,6.67,140,0
66.67,6.67,140,0
66.67,13.33,140,0
80,26.66,140,0
93.33,6.67,140,0
66.67,6.67,140,0
80,13.33,140,0
66.67,6.67,140,0
80,13.33,140,0
80,6.67,140,0
80,20,140,0
80,20,140,0
80,13.33,140,0
80,6.67,140,0
66.67,20,140,0
66.67,6.67,140,0
80,6.67,140,0
80,6.67,140,0
66.67,6.67,140,0
66.67,20,140,0
66.67,26.66,140,0
66.67,6.67,140,0
66.67,13.33,140,0
66.67,6.67,140,0
66.67,20,140,0
93.33,6.67,140,0
93.33,6.67,140,0
93.33,6.67,140,0
80,6.67,140,0
80,6.67,140,0
66.67,13.33,140,0
66.67,6.67,140,0
66.67,13.33,140,0
80,6.67,140,0
80,20,140,0
66.67,20,140,0
80,6.67,140,0
80,13.33,140,0
80,13.33,140,0
66.67,20,140,0
80,6.67,140,0
66.67,20,140,0
66.67,6.67,140,0
66.67,6.67,140,0
60,6.67,153.33,1
53.33,6.67,133.33,1
53.33,6.67,133.33,1
53.33,6.67,133.33,1
53.33,13.33,120,1
46.67,6.67,120,1
46.67,6.67,120,1
53.34,6.67,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,26.66,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,20,120,1
40,6.67,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.34,6.66,120,1
46.67,13.33,120,1
60,53.33,380,1
80,173.33,186.67,1
53.33,6.66,126.67,0
46.66,6.66,126.67,0
53.33,6.66,126.67,0
60,6.66,126.67,0
53.33,13.33,126.67,0
46.66,6.66,126.67,0
60,6.66,126.67,0
46.66,6.66,126.67,0
46.66,6.67,126.67,0
46.66,6.66,126.67,0
60,6.66,126.67,0
46.66,6.66,126.67,0
46.66,0,126.67,0
46.66,13.33,126.67,0
53.33,6.66,126.67,0
53.33,6.66,126.67,0
46.66,6.66,126.67,0
60,13.33,126.67,0
46.66,6.66,126.67,0
46.66,0,126.67,0
46.66,6.67,126.67,0
46.66,6.66,126.67,0
46.66,6.66,126.67,0
46.66,6.66,126.67,0
46.66,6.66,126.67,0
60,0,126.67,0
53.33,0,126.67,0
53.33,13.33,126.67,0
46.66,6.66,126.67,0
46.66,0,126.67,0
46.66,0,126.67,0
46.66,0,126.67,0
46.66,0,126.67,0
53.33,6.66,126.67,0
53.33,13.33,126.67,0
60,0,126.67,0
46.66,6.66,126.67,0
46.66,6.66,126.67,0
46.66,6.66,126.67,0
53.33,13.33,126.67,0
53.33,6.66,126.67,0
53.33,6.66,126.67,0
53.33,6.66,126.67,0
53.33,6.66,126.67,0
53.33,0,126.67,0
46.66,6.67,126.67,0
46.66,0,126.67,0
53.33,6.66,126.67,0
53.33,6.67,126.67,0
53.33,6.67,126.67,0
40,13.33,126.67,0
40,13.33,126.67,0
33.33,20,126.67,0
46.67,13.33,126.67,0
40,20,126.67,0
66.67,13.33,166.67,0
26.67,6.67,380,0
100,166.67,60,0
53.34,6.67,133.34,0
53.34,20,133.34,0
60,6.67,133.34,0
53.33,6.67,133.34,0
53.34,20,133.34,0
60,13.33,133.34,0
60,20,133.34,0
60,20,133.34,0
46.67,6.67,133.34,0
53.34,20,133.34,0
60,20,133.34,0
53.34,20,133.34,0
53.34,20,133.34,0
53.34,20,133.34,0
60,0,133.34,0
60,20,133.34,0
60,6.67,133.34,0
53.34,6.67,133.34,0
53.34,6.67,133.34,0
53.33,6.67,133.34,0
53.34,20,133.34,0
53.34,6.67,133.34,0
53.34,20,133.34,0
60,20,133.34,0
60,20,133.34,0
53.34,20,133.34,0
60,20,133.34,0
53.34,6.67,133.34,0
60,20,133.34,0
53.34,13.33,133.34,0
53.34,20,133.34,0
60,6.67,133.34,0
53.34,20,133.34,0
60,20,133.34,0
60,20,133.34,0
53.33,13.33,133.34,0
53.34,20,133.34,0
60,20,133.34,0
60,6.67,133.34,0
60,20,133.34,0
60,20,133.34,0
60,20,133.34,0
60,20,133.34,0
53.33,6.67,133.34,0
53.33,6.67,126.67,0
53.34,6.67,126.67,1
120,13.33,553.33,1
146.67,40,500,1
60,6.66,126.67,0
53.33,6.66,126.67,0
53.33,13.33,126.67,0
46.67,6.67,126.67,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,0,120,1
53.33,6.66,120,1
53.33,13.33,120,1
53.33,6.66,120,1
60,13.33,120,1
53.33,13.33,120,1
60,6.66,120,1
53.33,20,120,1
53.33,6.66,120,1
46.66,6.66,120,1
53.33,13.33,120,1
60,6.66,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.33,13.33,120,1
53.33,6.66,120,1
46.66,6.66,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,13.33,120,1
53.33,13.33,120,1
46.66,13.33,120,1
60,13.33,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.33,20,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.33,6.66,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,6.66,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,6.66,120,1
53.33,6.66,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,20,120,1
46.67,13.33,120,1
46.67,20,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,20,120,1
53.34,13.33,120,1
53.33,6.66,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.34,20,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
46.67,20,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,20,120,1
53.33,6.66,120,1
53.33,6.66,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.34,0,120,1
60,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
46.67,6.66,120,1
53.33,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
40,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.33,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
60,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
53.33,13.33,120,1
53.34,6.66,120,1
46.67,0,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.34,13.33,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
46.67,0,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,13.33,120,1
60,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
60,6.66,120,1
60,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,0,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,0,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.33,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,13.33,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,13.33,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
60,6.66,120,1
53.33,6.66,120,1
60,0,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.33,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
60,6.66,120,1
46.67,6.66,120,1
53.34,0,120,1
46.67,6.66,120,1
46.67,0,120,1
53.34,13.33,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,0,120,1
46.67,6.66,120,1
60,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,0,120,1
60,13.33,120,1
53.33,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,6.66,120,1
46.67,0,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,13.33,120,1
53.34,0,120,1
53.34,0,120,1
60,0,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.33,6.66,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
60,6.66,120,1
46.67,6.66,120,1
53.33,0,120,1
46.67,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,0,120,1
53.34,6.66,120,1
40,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
60,0,120,1
53.34,13.33,120,1
60,6.66,120,1
60,13.33,120,1
60,6.66,120,1
53.34,0,120,1
60,13.33,120,1
53.33,6.66,120,1
60,6.66,120,1
60,13.33,120,1
60,6.67,120,1
46.67,6.66,120,1
53.34,6.67,120,1
46.67,6.66,120,1
53.34,0,120,1
53.34,6.66,120,1
53.34,0,120,1
53.34,6.66,120,1
53.34,6.66,120,1
60,6.67,120,1
60,6.66,120,1
60,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.34,0,120,1
53.34,0,120,1
60,13.33,120,1
46.67,6.66,120,1
53.34,6.66,120,1
60,6.66,120,1
53.34,6.67,120,1
53.34,0,120,1
60,0,120,1
60,6.66,120,1
60,6.66,120,1
53.34,6.67,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.67,120,1
46.67,6.66,120,1
60,6.67,120,1
46.67,6.66,120,1
53.34,6.67,120,1
46.67,0,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,6.66,120,1
53.34,6.67,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,6.67,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,6.66,120,1
